176 915,920,784,284
177 847,897,882,290
178 863,724,489,587
179 424,681,281,515
180 47,448,171,574
181 381,189,840,312
182 937,558,136,131
183 15,26,938,141
184 26,432,938,141
185 833,643,308,293
186 718,935,891,438
187 482,485,547,146
188 556,836,781,710
189 906,634,518,569
190 276,92,303,222
191 173,451,587,489
192 721,451,173,587
193 544,400,589,853
194 70,807,275,290
195 212,615,85,18
196 39,284,112,775
197 418,616,112,784
198 813,502,489,587
199 414,105,820,898
200 873,810,404,616
201 696,775,574,171
202 717,26,938,141
203 856,356,143,112
204 839,703,403,938
205 681,34,515,281
206 778,124,738,521
207 431,446,853,755
208 525,938,714,168
209 707,354,18,151
210 132,420,558,131
211 904,477,914,89
212 650,843,7,313
213 742,432,26,66
214 594,131,590,136
215 781,177,710,629
216 653,109,933,301
217 95,311,194,846
218 48,370,350,890
219 219,163,827,616
220 897,882,200,881
221 304,502,33,589
222 222,109,92,457
223 202,212,781,902
224 873,810,404,616
225 478,216,453,632
226 581,558,136,131
227 466,619,197,826
228 522,686,272,929
229 834,104,26,624
230 271,474,716,151
231 535,474,18,271
232 52,277,569,26
233 332,256,374,92
234 670,326,313,716
235 80,263,488,748
236 116,683,752,112
237 128,618,632,42
238 645,561,339,308
239 565,585,855,884
240 624,104,26,432
241 144,178,606,347
242 278,485,146,673
243 646,258,589,856
244 645,561,339,308
245 359,386,513,852
246 769,137,403,714
247 294,54,938,26
248 638,22,746,158
249 288,488,263,91
250 109,222,92,457
251 33,511,783,853
252 624,104,26,432
253 3,616,112,587
254 418,616,112,784
255 843,650,7,313
256 195,102,497,727
257 698,312,840,716
258 77,538,738,508
259 322,710,686,929
260 588,378,864,457
261 886,682,551,301
262 153,8,197,826
263 30,134,589,258
264 677,17,540,26
265 513,386,852,359
266 51,734,850,488
267 219,163,827,616
268 100,863,489,587
269 570,47,173,446
270 477,904,914,89
271 666,474,716,271
272 652,431,400,404
273 579,283,476,336
274 599,159,938,552
275 782,489,587,451
276 742,432,26,66
277 369,813,502,489
278 64,933,301,109
279 436,618,128,42
280 195,102,497,727
281 524,474,537,59
282 172,744,237,312
283 86,755,740,791
284 22,638,746,158
285 806,738,407,521
286 690,476,336,125
287 776,843,650,7
288 171,574,284,784
289 796,311,194,313
290 827,616,112,404
291 820,384,898,408
292 599,159,938,552
293 235,535,474,18
294 752,863,724,489
295 891,935,120,438
296 466,619,197,826
297 728,722,26,938
298 608,535,474,18
299 145,130,332,374
300 393,682,551,276
301 672,438,935,891
302 433,431,446,853
303 909,861,884,585
304 560,192,403,26
305 636,93,703,168
306 404,827,112,616
307 422,367,368,604
308 657,17,540,26
309 368,367,604,814
310 221,886,682,551
311 34,681,515,281
312 892,313,716,194
313 368,367,604,814
314 831,353,784,544
315 566,301,194,892
316 850,538,632,230
317 677,17,540,26
318 670,326,313,716
319 823,301,194,864
320 872,190,396,141
321 773,806,738,407
322 500,457,378,92
323 313,716,194,892
324 546,255,814,367
325 127,702,166,400
326 908,96,421,352
327 903,666,474,271
328 923,294,54,938
329 932,312,840,716
330 525,938,714,168
331 763,18,151,716
332 379,326,313,650
333 879,674,800,231
334 71,382,123,6
335 395,549,231,714
336 204,47,926,171
337 711,437,18,151
338 624,104,26,432
339 554,764,378,864
340 455,378,457,864
341 127,702,166,400
342 421,352,96,538
343 811,400,515,589
344 406,59,308,474
345 146,920,809,353
346 234,474,716,151
347 268,497,727,435
348 122,615,187,639
349 728,722,26,938
350 111,673,784,171
351 436,618,128,42
352 126,258,589,856
353 601,887,882,897
354 1,738,44,301
355 836,781,710,177
356 330,716,313,194
357 89,361,503,18
358 214,6,474,18
359 7,650,843,313
360 717,26,938,141
361 541,712,642,472
362 39,284,112,775
363 726,168,714,938
364 262,43,378,864
365 916,94,429,293
366 686,272,929,96
367 141,938,26,552
368 717,26,938,141
369 251,714,580,168
370 485,547,111,673
371 619,217,37,671
372 192,572,569,63
373 881,892,313,194
374 225,454,716,474
375 217,37,619,671
376 523,579,283,476
377 288,488,263,91
378 772,362,317,816
379 916,94,429,293
380 388,703,432,26
381 563,78,238,438
382 859,869,45,525
383 571,908,753,748
384 700,124,41,96
385 332,256,374,92
386 130,276,682,551
387 910,120,674,879
388 456,59,406,561
389 571,908,753,748
390 95,311,194,846
391 542,933,301,109
392 337,584,127,702
393 559,263,488,694
394 684,741,42,864
395 449,884,565,585
396 756,484,705,56
397 69,32,793,26
398 342,592,854,249
399 220,282,107,529
400 709,37,217,619
401 522,686,272,929
402 314,222,682,551
403 417,109,92,222
404 265,706,703,759
405 707,354,18,151
406 888,376,419,874
407 407,650,843,313
408 869,45,879,800
409 367,368,604,814
410 278,485,146,673
411 676,134,856,112
412 478,216,453,632
413 574,40,149,673
414 84,938,168,141
415 367,368,604,814
416 13,102,425,197
417 264,218,315,361
418 622,301,222,109
419 210,643,407,650
420 83,901,533,881
421 360,296,6,474
422 731,398,716,313
423 123,316,233,6
424 925,422,367,802
425 561,339,406,308
426 227,634,26,569
427 797,482,791,400
428 610,236,298,230
429 89,361,503,18
430 313,716,194,892
431 387,738,64,521
432 912,398,716,313
433 566,301,194,892
434 457,92,864,378
435 142,729,166,258
436 580,714,168,938
437 5,56,933,109
438 793,501,26,432
439 479,738,899,521
440 233,18,474,271
441 10,474,308,716
442 122,615,187,639
443 455,378,457,864
444 419,360,6,567
445 147,284,784,171
446 29,827,404,112
447 182,703,432,26
448 443,335,33,616
449 86,755,740,791
450 919,770,624,486
451 731,398,716,313
452 207,178,606,347
453 98,591,208,579
454 464,853,446,755
455 824,510,170,812
456 839,703,403,938
457 893,938,26,403
458 806,738,407,521
459 726,168,714,938
460 222,109,92,457
461 578,414,105,808
462 582,26,938,141
463 580,714,168,938
464 76,177,214,327
465 47,448,171,574
466 742,432,26,66
467 84,938,168,141
468 750,853,755,529
469 107,282,220,529
470 695,820,105,898
471 86,755,740,791
472 724,863,489,587
473 730,265,689,432
474 623,215,638,830
475 848,840,312,716
476 425,197,600,826
477 192,572,569,63
478 565,585,855,884
479 327,305,514,64
480 7,650,843,313
481 841,356,143,856
482 42,577,864,378
483 772,362,317,816
484 607,321,338,18
485 453,216,632,864
486 695,820,105,898
487 804,749,650,313
488 317,362,772,816
489 435,727,682,301
490 458,666,474,271
491 620,471,541,642
492 387,738,64,521
493 802,367,814,604
494 862,59,897,650
495 647,484,705,56
496 594,131,590,136
497 253,850,538,488
498 214,6,474,18
499 342,592,854,249
500 860,112,856,616
501 73,737,748,867
502 271,474,716,151
503 858,784,112,616
504 841,356,143,856
505 649,759,66,714
506 411,746,638,22
507 637,634,938,26
508 253,850,538,488
509 913,538,632,867
510 759,265,703,706
511 758,293,896,301
512 55,386,513,852
513 717,26,938,141
514 271,474,716,151
515 570,47,173,446
516 467,730,432,26
517 661,748,738,899
518 252,390,735,413
519 304,502,33,589
520 760,904,477,274
521 60,716,313,650
522 426,312,932,60
523 888,376,419,874
524 212,615,85,18
525 360,296,6,474
526 536,290,815,738
527 617,814,366,604
528 505,850,538,488
529 129,171,784,284
530 674,879,800,231
531 835,693,716,313
532 308,474,716,151
533 176,470,150,789
534 826,600,197,8
535 668,673,111,915
536 590,733,460,131
537 74,827,353,920
538 422,367,368,604
539 335,317,362,772
540 805,457,92,864
541 59,537,474,271
542 519,489,587,451
543 588,378,864,457
544 505,850,538,488
545 540,26,938,634
546 341,511,783,33
547 278,485,146,673
548 232,913,6,474
549 540,26,938,634
550 56,109,933,301
551 551,682,276,301
552 326,766,650,7
553 376,89,904,477
554 223,141,938,168
555 848,840,312,716
556 421,352,96,538
557 424,681,281,515
558 842,105,820,898
559 656,229,673,574
560 709,37,217,619
561 938,141,26,552
562 766,326,650,7
563 411,746,638,22
564 424,681,281,515
565 129,171,784,284
566 830,826,600,197
567 62,457,378,864
568 67,614,938,168
569 595,938,141,26
570 657,17,540,26
571 264,218,315,361
572 223,141,938,168
573 742,432,26,66
574 916,94,429,293
575 95,311,194,846
576 484,705,746,757
577 381,189,840,312
578 373,95,311,194
579 207,178,606,347
580 346,682,551,301
581 812,510,853,170
582 295,194,716,313
583 227,634,26,569
584 17,540,26,634
585 586,709,442,933
586 671,217,37,619
587 766,326,650,7
588 641,567,6,553
589 140,824,155,791
590 388,703,432,26
591 706,265,703,759
592 820,384,898,408
593 595,938,141,26
594 626,362,687,772
595 507,509,589,428
596 579,283,476,336
597 738,44,290,804
598 251,714,580,168
599 44,738,290,804
600 390,735,791,413
601 915,920,784,284
602 346,682,551,301
603 650,843,7,313
604 624,104,26,432
605 741,42,618,864
606 650,843,7,313
607 605,533,554,764
608 51,734,850,488
609 301,682,551,276
610 102,826,600,197
611 60,716,313,650
612 693,72,627,328
613 496,295,815,495
614 859,869,45,525
615 707,354,18,151
616 857,170,510,824
617 275,807,70,290
618 532,416,178,551
619 383,6,474,271
620 730,265,689,432
621 787,724,863,587
622 146,920,809,353
623 696,775,574,171
624 786,897,882,230
625 664,151,18,716
626 895,517,759,703
627 10,474,308,716
628 237,527,840,312
629 568,90,18,321
630 746,37,217,619
631 753,91,263,488
632 577,864,378,457
633 804,749,650,313
634 215,44,738,290
635 148,97,748,738
636 343,823,194,301
637 397,781,177,710
638 80,263,488,748
639 891,935,120,438
640 219,163,827,616
641 126,258,589,856
642 321,18,474,271
643 642,472,222,109
644 669,748,867,913
645 777,233,488,263
646 647,484,705,56
647 740,812,853,510
648 38,642,472,222
649 780,298,694,716
650 302,431,853,446
651 117,521,347,493
652 492,321,474,18
653 172,744,237,312
654 884,565,585,855
655 743,446,173,755
656 177,327,249,305
657 91,263,488,313
658 484,705,746,757
659 595,938,141,26
660 636,93,703,168
661 740,812,853,510
662 832,510,170,853
663 418,616,112,784
664 534,634,26,938
665 137,251,714,580
666 739,785,867,538
667 45,101,938,168
668 804,749,650,313
669 629,529,853,755
670 517,895,759,703
671 737,73,748,867
672 73,737,748,867
673 630,168,938,141
674 544,400,589,853
675 647,484,705,56
676 927,472,222,109
677 241,920,915,784
678 324,526,624,104
679 683,112,616,856
680 468,24,913,297
681 16,823,194,301
682 931,701,2,413
683 673,111,784,171
684 324,526,624,104
685 766,326,650,7
686 539,6,18,271
687 292,908,96,567
688 248,177,867,538
689 313,716,194,892
690 472,394,497,109
691 178,551,682,301
692 910,120,674,879
693 61,281,589,853
694 662,79,735,266
695 494,703,759,265
696 147,284,784,171
697 899,738,484,521
698 614,938,141,26
699 762,651,446,173
700 365,63,569,634
701 173,451,587,489
702 756,484,705,56
703 295,194,716,313
704 927,472,222,109
705 100,863,489,587
706 218,315,264,361
707 309,173,451,427
708 620,471,541,642
709 879,674,800,231
710 707,354,18,151
711 505,850,538,488
712 553,312,840,716
713 333,263,488,454
714 848,840,312,716
715 789,277,432,26
716 4,355,408,898
717 431,446,853,755
718 736,464,116,782
719 277,789,432,26
720 853,755,446,173
721 284,784,112,574
722 710,686,929,350
723 621,472,394,497
724 743,446,173,755
725 443,335,33,616
726 196,591,579,327
727 607,321,338,18
728 147,284,784,171
729 318,210,194,398
730 702,127,166,400
731 643,301,804,650
732 717,26,938,141
733 542,933,301,109
734 194,311,846,313
735 81,518,534,634
736 599,159,938,552
737 7,650,843,313
738 475,171,111,673
739 334,758,293,429
740 908,96,421,352
741 609,550,281,589
742 233,18,474,271
743 671,217,37,619
744 680,730,432,26
745 252,390,735,413
746 148,97,748,738
747 360,296,6,474
748 187,615,85,18
749 885,230,632,618
750 744,322,710,929
751 700,124,41,96
752 227,634,26,569
753 511,33,783,853
754 740,812,853,510
755 400,544,589,853
756 189,381,840,312
757 290,738,44,804
758 47,448,171,574
759 441,834,26,432
760 100,863,489,587
761 498,215,64,738
762 103,513,759,386
763 308,474,716,151
764 343,823,194,301
765 788,328,627,551
766 203,432,26,703
767 735,413,104,624
768 606,347,521,301
769 938,141,26,552
770 6,474,271,716
771 539,6,18,271
772 86,755,740,791
773 877,361,878,639
774 933,109,301,56
775 790,727,497,435
776 183,127,702,603
777 607,321,338,18
778 760,904,477,274
779 147,284,784,171
780 543,889,916,429
781 844,484,705,746
782 547,111,673,149
783 215,44,738,290
784 19,579,476,283
785 305,327,514,64
786 366,814,604,368
787 192,572,569,63
788 448,574,171,284
789 738,44,290,804
790 68,120,66,935
791 859,869,45,525
792 226,867,748,913
793 871,197,600,826
794 663,99,624,104
795 556,836,781,710
796 656,229,673,574
797 579,283,476,336
798 228,827,404,616
799 164,396,190,938
800 269,308,474,59
801 632,618,864,301
802 181,486,634,624
803 679,654,297,178
804 838,654,43,344
805 382,71,123,6
806 644,602,800,879
807 792,277,525,403
808 132,420,558,131
809 221,886,682,551
810 235,535,474,18
811 185,678,735,413
812 20,882,897,200
813 332,256,374,92
814 128,618,632,42
815 255,21,802,367
816 480,840,666,474
817 61,281,589,853
818 701,2,931,413
819 46,431,791,446
820 645,561,339,308
821 641,567,6,553
822 50,470,150,789
823 324,526,624,104
824 536,290,815,738
825 412,97,738,748
826 66,432,26,714
827 291,276,92,303
828 658,402,490,703
829 86,755,740,791
830 472,394,497,109
831 627,788,328,551
832 704,312,840,932
833 167,716,313,194
834 911,890,350,843
835 788,328,627,551
836 256,332,374,92
837 191,353,784,920
838 27,50,470,150
839 302,431,853,446
840 430,69,793,32
841 33,511,783,853
842 587,489,451,853
843 449,884,565,585
844 218,315,264,361
845 571,908,753,748
846 882,897,200,881
847 13,102,425,197
848 710,686,929,350
849 268,497,727,435
850 316,233,18,474
851 943,933,109,301
852 69,32,793,26
853 686,272,929,96
854 520,258,126,856
855 646,258,589,856
856 396,164,190,938
857 408,898,820,384
858 296,6,474,271
859 406,59,308,474
860 571,908,753,748
861 538,786,738,64
862 238,438,935,714
863 635,853,451,587
864 526,324,624,104
865 131,590,733,460
866 868,738,44,290
867 25,913,748,738
868 568,90,18,321
869 220,282,107,529
870 151,716,474,271
871 187,615,85,18
872 277,789,432,26
873 94,429,916,293
874 872,190,396,141
875 750,853,755,529
876 117,521,347,493
877 394,472,497,109
878 143,356,856,112
879 476,336,125,542
880 10,474,308,716
881 816,772,317,362
882 592,854,249,606
883 933,109,301,56
884 407,650,843,313
885 675,866,111,673
886 157,637,634,26
887 587,489,451,853
888 35,853,451,587
889 401,716,313,398
890 166,258,856,356
891 349,518,634,938
892 684,741,42,864
893 814,604,366,368
894 128,618,632,42
895 887,882,897,200
896 720,273,111,673
897 29,827,404,112
898 458,666,474,271
899 477,904,914,89
900 172,744,237,312
901 251,714,580,168
902 625,479,899,738
903 16,823,194,301
904 477,904,914,89
905 854,592,249,606
906 797,482,791,400
907 234,474,716,151
908 135,375,671,586
909 123,316,233,6
910 611,284,863,752
911 234,474,716,151
912 129,171,784,284
913 23,407,650,843
914 742,432,26,66
915 585,565,855,884
916 827,616,112,404
917 854,592,249,606
918 596,832,510,812
919 221,886,682,551
920 597,770,265,759
921 333,263,488,454
922 7,650,843,313
923 203,432,26,703
924 150,470,789,467
925 75,357,57,938
926 35,853,451,587
927 933,109,301,56
928 772,362,317,816
929 259,117,347,521
930 743,446,173,755
931 145,130,332,374
932 545,757,394,472
933 613,322,710,686
934 837,708,938,168
935 640,543,305,327
936 613,322,710,686
937 439,150,470,176
938 624,104,26,432
939 149,574,40,673
940 716,313,194,892
941 529,853,755,587
942 298,716,313,194
943 330,716,313,194
944 780,298,694,716
945 379,326,313,650
946 462,812,510,853
947 121,910,120,935
948 86,755,740,791
949 564,507,759,674
950 910,120,674,879
951 304,502,33,589
952 535,474,18,271
953 784,772,112,856
954 141,938,26,552
955 381,189,840,312
956 742,432,26,66
957 135,375,671,586
958 286,417,268,276
959 75,357,57,938
960 926,673,111,171
961 871,197,600,826
962 569,26,938,634
963 27,50,470,150
964 560,192,403,26
965 927,472,222,109
966 430,69,793,32
967 886,682,551,301
968 190,423,164,396
969 105,820,384,898
970 223,141,938,168
971 699,26,938,634
972 307,70,738,44
973 410,229,112,616
974 733,460,486,634
975 131,590,733,460
976 128,618,632,42
977 528,298,313,716
978 778,124,738,521
979 577,864,378,457
980 46,431,791,446
981 474,271,716,151
982 873,810,404,616
983 282,107,220,529
984 779,689,714,879
985 639,354,18,151
986 146,920,809,353
987 823,301,194,864
988 658,402,490,703
989 864,378,457,92
990 21,802,367,814
991 440,428,589,587
992 168,938,141,26
993 402,703,403,938
994 15,26,938,141
995 233,18,474,271
996 444,809,335,616
997 824,510,170,812
998 435,727,682,301
999 928,392,902,464
