208 363,276,301,682,551,435
209 162,55,386,37,217,619
210 435,727,682,301,109,222
211 708,938,168,141,26,552
212 606,347,521,301,109,435
213 715,757,487,301,682,222
214 90,537,474,271,18,59
215 57,141,938,168,26,552
216 683,112,616,856,356,827
217 196,591,579,327,18,151
218 38,642,472,222,109,394
219 166,258,856,356,143,112
220 899,738,484,521,757,64
221 205,809,356,856,112,616
222 412,97,738,748,899,64
223 835,693,716,313,694,650
224 404,827,112,616,856,356
225 193,388,304,400,589,515
226 428,589,587,489,724,863
227 454,716,474,151,271,18
228 911,890,350,843,650,815
229 437,18,151,716,474,308
230 384,820,898,408,105,898
231 145,130,332,374,92,276
232 807,275,70,290,738,545
233 2,701,931,413,834,104
234 424,681,281,515,589,258
235 89,361,503,18,151,354
236 390,735,791,413,324,526
237 576,108,742,66,432,714
238 673,111,784,171,574,284
239 361,877,878,639,18,354
240 857,170,510,824,155,812
241 717,26,938,141,552,634
242 605,533,554,764,378,457
243 548,26,938,141,168,714
244 763,18,151,716,474,271
245 144,178,606,347,249,521
246 713,775,574,284,784,171
247 485,547,111,673,149,574
248 68,120,66,935,714,432
249 123,316,233,6,18,474
250 663,99,624,104,294,26
251 703,938,168,141,26,552
252 523,579,283,476,125,336
253 882,897,200,881,892,301
254 629,529,853,755,446,173
255 36,451,489,587,853,529
256 273,111,673,866,574,720
257 424,681,281,515,589,258
258 125,476,336,542,87,933
259 4,355,408,898,820,408
260 1,738,44,301,864,823
261 484,705,746,757,394,56
262 656,229,673,574,784,149
263 789,277,432,26,703,403
264 121,910,120,935,66,432
265 855,585,565,884,861,828
266 400,544,589,853,529,755
267 253,850,538,488,64,632
268 588,378,864,457,92,222
269 456,59,406,561,308,474
270 210,643,407,650,313,716
271 925,422,367,802,814,604
272 757,715,487,301,682,222
273 148,97,748,738,913,407
274 412,97,738,748,899,64
275 792,277,525,403,938,26
276 407,650,843,313,326,7
277 857,170,510,824,155,812
278 364,824,140,926,155,173
279 103,513,759,386,714,674
280 667,383,6,474,271,18
281 912,398,716,313,194,326
282 320,757,715,301,521,394
283 212,615,85,18,535,474
284 380,85,18,151,716,474
285 846,311,194,313,716,650
286 591,208,481,398,716,18
287 637,634,938,26,141,552
288 202,212,781,902,360,305
289 136,558,937,131,460,590
290 280,378,864,457,92,222
291 496,295,815,495,843,650
292 650,843,7,313,716,326
293 626,362,687,772,853,589
294 787,724,863,587,489,451
295 728,722,26,938,141,634
296 170,510,812,853,451,489
297 603,127,702,127,702,166
298 157,637,634,26,938,141
299 656,229,673,574,784,149
300 750,853,755,529,587,489
301 937,558,136,131,460,590
302 149,574,40,673,784,915
303 825,938,26,141,634,168
304 195,102,497,727,435,472
305 849,20,117,347,521,493
306 397,781,177,710,214,875
307 721,451,173,587,489,853
308 722,190,396,164,938,141
309 703,938,168,141,26,552
310 191,353,784,920,915,284
311 47,448,171,574,284,784
312 426,312,932,60,694,716
313 603,127,702,127,702,166
314 585,565,855,884,861,828
315 431,446,853,755,791,173
316 120,935,438,66,714,432
317 284,784,112,574,775,171
318 73,737,748,867,913,527
319 546,255,814,367,366,604
320 149,574,40,673,784,915
321 856,356,143,112,616,827
322 903,666,474,271,308,59
323 404,827,112,616,856,356
324 410,229,112,616,827,356
325 448,574,171,284,784,775
326 803,446,755,853,587,489
327 492,321,474,18,535,85
328 3,616,112,587,489,863
329 684,741,42,864,577,378
330 543,889,916,429,94,293
331 670,326,313,716,650,60
332 712,642,541,472,222,56
333 816,772,317,362,853,335
334 686,272,929,96,350,890
335 860,112,856,616,356,827
336 638,22,746,158,600,826
337 713,775,574,284,784,171
338 9,651,173,446,47,451
339 894,104,624,526,26,717
340 844,484,705,746,757,521
341 55,386,513,852,359,386
342 363,276,301,682,551,435
343 642,472,222,109,394,497
344 341,511,783,33,853,489
345 1,738,44,301,864,823
346 558,136,937,131,460,590
347 445,294,54,938,26,432
348 227,634,26,569,938,141
349 937,558,136,131,460,590
350 164,396,190,938,141,26
351 500,457,378,92,864,222
352 556,836,781,710,875,214
353 41,96,77,538,913,738
354 851,294,624,104,26,717
355 471,620,541,642,712,472
356 673,111,784,171,574,284
357 20,882,897,200,290,881
358 789,277,432,26,703,403
359 723,799,811,400,515,856
360 610,236,298,230,716,313
361 423,616,112,856,356,827
362 331,6,10,474,271,18
363 44,738,290,804,650,843
364 144,178,606,347,249,521
365 873,810,404,616,112,827
366 42,577,864,378,457,92
367 713,775,574,284,784,171
368 675,866,111,673,574,273
369 122,615,187,639,18,354
370 304,502,33,589,853,587
371 683,112,616,856,356,827
372 465,867,748,488,263,538
373 468,24,913,297,327,249
374 833,643,308,293,429,561
375 122,615,187,639,18,354
376 491,420,558,136,937,131
377 439,150,470,176,624,104
378 314,222,682,551,109,301
379 4,355,408,898,820,408
380 382,71,123,6,474,271
381 362,772,317,816,853,335
382 858,784,112,616,404,856
383 312,840,932,716,60,474
384 496,295,815,495,843,650
385 119,99,663,624,104,294
386 573,694,60,716,474,313
387 445,294,54,938,26,432
388 210,643,407,650,313,716
389 679,654,297,178,606,347
390 63,569,26,634,938,168
391 42,577,864,378,457,92
392 516,232,161,233,6,840
393 104,624,26,432,938,294
394 371,263,313,716,650,326
395 577,864,378,457,92,222
396 64,933,301,109,457,222
397 168,938,141,26,552,432
398 220,282,107,529,105,808
399 108,742,66,432,26,714
400 871,197,600,826,8,197
401 841,356,143,856,112,616
402 462,812,510,853,170,589
403 878,18,151,474,716,271
404 471,620,541,642,712,472
405 540,26,938,634,552,141
406 622,301,222,109,92,276
407 434,348,101,938,168,714
408 269,308,474,59,406,716
409 134,205,856,356,112,616
410 258,589,856,356,143,112
411 716,313,194,892,398,650
412 423,616,112,856,356,827
413 42,577,864,378,457,92
414 89,361,503,18,151,354
415 787,724,863,587,489,451
416 469,321,312,840,474,18
417 830,826,600,197,8,826
418 35,853,451,587,489,724
419 793,501,26,432,938,403
420 673,111,784,171,574,284
421 581,558,136,131,937,460
422 468,24,913,297,327,249
423 217,37,619,671,600,826
424 30,134,589,258,856,205
425 409,321,18,474,535,840
426 675,866,111,673,574,273
427 807,275,70,290,738,545
428 457,92,864,378,222,109
429 295,194,716,313,650,311
430 561,339,406,308,59,474
431 842,105,820,898,408,384
432 417,109,92,222,276,301
433 526,324,624,104,294,26
434 20,882,897,200,290,881
435 133,353,784,616,112,856
436 435,727,682,301,109,222
437 513,386,852,359,549,714
438 77,538,738,508,748,514
439 669,748,867,913,738,538
440 279,268,727,497,435,417
441 427,173,451,587,489,853
442 217,37,619,671,600,826
443 577,864,378,457,92,222
444 757,715,487,301,682,222
445 735,413,104,624,526,834
446 189,381,840,312,848,18
447 496,295,815,495,843,650
448 668,673,111,915,784,574
449 394,472,497,109,222,301
450 422,367,368,604,814,366
451 7,650,843,313,716,326
452 272,686,929,96,350,890
453 694,716,313,60,650,326
454 323,730,432,66,689,714
455 833,643,308,293,429,561
456 550,779,689,714,879,674
457 665,606,347,178,521,301
458 344,654,43,345,593,378
459 937,558,136,131,460,590
460 788,328,627,551,896,293
461 914,904,477,89,904,477
462 897,882,200,881,892,301
463 92,457,864,378,222,109
464 463,634,26,938,141,552
465 586,709,442,933,394,109
466 88,147,787,284,784,915
467 455,378,457,864,92,222
468 2,701,931,413,834,104
469 569,26,938,634,141,168
470 168,938,141,26,552,432
471 496,295,815,495,843,650
472 286,417,268,276,92,303
473 603,127,702,127,702,166
474 387,738,64,521,757,301
475 458,666,474,271,716,18
476 233,18,474,271,716,151
477 210,643,407,650,313,716
478 576,108,742,66,432,714
479 415,166,205,258,856,356
480 890,350,843,650,313,326
481 798,642,393,472,222,109
482 896,293,94,429,916,682
483 157,637,634,26,938,141
484 460,733,486,634,569,26
485 391,474,271,716,666,308
486 220,282,107,529,105,808
487 943,933,109,301,56,222
488 231,674,879,800,714,879
489 114,748,867,488,538,738
490 550,779,689,714,879,674
491 835,693,716,313,694,650
492 342,592,854,249,327,606
493 617,814,366,604,368,367
494 917,768,104,624,26,432
495 800,879,674,231,714,879
496 384,820,898,408,105,898
497 432,26,938,141,168,714
498 517,895,759,703,265,714
499 147,284,784,171,574,775
500 323,730,432,66,689,714
501 320,757,715,301,521,394
502 668,673,111,915,784,574
503 356,856,143,112,616,827
504 156,686,522,272,391,474
505 245,938,168,141,552,714
506 589,853,587,489,451,724
507 126,258,589,856,772,112
508 693,72,627,328,788,311
509 239,840,312,932,474,60
510 260,809,920,356,143,841
511 495,843,650,7,313,326
512 597,770,265,759,703,938
513 506,846,311,194,313,650
514 479,738,899,521,484,757
515 265,706,703,759,938,714
516 30,134,589,258,856,205
517 26,432,938,141,168,714
518 866,111,673,273,574,720
519 596,832,510,812,853,626
520 306,2,460,733,486,735
521 58,214,6,305,327,913
522 790,727,497,435,109,301
523 357,101,552,938,168,141
524 507,509,589,428,587,489
525 334,758,293,429,308,474
526 822,865,779,689,938,714
527 295,194,716,313,650,311
528 169,350,890,694,60,716
529 178,551,682,301,222,109
530 423,616,112,856,356,827
531 461,791,755,740,853,446
532 291,276,92,303,222,682
533 397,781,177,710,214,875
534 549,403,714,168,938,552
535 282,107,220,529,105,808
536 679,654,297,178,606,347
537 338,321,18,474,840,312
538 263,488,454,716,313,694
539 507,509,589,428,587,489
540 441,834,26,432,104,624
541 108,742,66,432,26,714
542 130,276,682,551,301,222
543 819,149,574,40,673,784
544 225,454,716,474,694,60
545 177,327,249,305,889,916
546 251,714,580,168,938,141
547 281,589,853,544,755,587
548 477,904,914,89,904,361
549 113,173,451,489,587,853
550 743,446,173,755,853,451
551 238,438,935,714,938,26
552 592,854,249,606,178,347
553 868,738,44,290,804,301
554 253,850,538,488,64,632
555 570,47,173,446,451,853
556 664,151,18,716,474,59
557 903,666,474,271,308,59
558 821,764,554,82,533,881
559 49,92,276,303,268,417
560 25,913,748,738,899,407
561 310,759,703,800,879,674
562 366,814,604,368,367,604
563 685,529,451,489,587,853
564 610,236,298,230,716,313
565 217,37,619,671,600,826
566 646,258,589,856,515,143
567 682,551,276,301,222,109
568 570,47,173,446,451,853
569 294,54,938,26,141,432
570 310,759,703,800,879,674
571 444,809,335,616,112,856
572 170,510,812,853,451,489
573 839,703,403,938,26,432
574 892,313,716,194,398,650
575 151,716,474,271,18,59
576 909,861,884,585,565,855
577 192,572,569,63,486,26
578 894,104,624,526,26,717
579 103,513,759,386,714,674
580 209,735,413,486,460,2
581 75,357,57,938,141,168
582 213,297,447,606,178,347
583 514,738,64,899,521,484
584 490,467,432,26,624,104
585 424,681,281,515,589,258
586 447,297,178,606,347,249
587 276,92,303,222,109,301
588 632,618,864,301,457,378
589 95,311,194,846,313,716
590 487,715,757,301,682,222
591 617,814,366,604,368,367
592 912,398,716,313,194,326
593 600,826,197,8,826,197
594 45,101,938,168,714,403
595 388,703,432,26,938,168
596 939,891,935,120,438,66
597 405,846,311,194,95,650
598 493,347,521,606,249,178
599 240,616,827,112,404,856
600 564,507,759,674,714,879
601 607,321,338,18,6,474
602 659,716,313,194,650,326
603 428,589,587,489,724,863
604 154,875,214,177,913,327
605 11,271,474,59,537,18
606 756,484,705,56,746,757
607 253,850,538,488,64,632
608 694,716,313,60,650,326
609 431,446,853,755,791,173
610 11,271,474,59,537,18
611 896,293,94,429,916,682
612 426,312,932,60,694,716
613 318,210,194,398,716,313
614 257,884,861,909,855,585
615 456,59,406,561,308,474
616 406,59,308,474,716,151
617 470,150,789,467,490,277
618 934,407,650,843,313,716
619 169,350,890,694,60,716
620 742,432,26,66,714,689
621 95,311,194,846,313,716
622 868,738,44,290,804,301
623 223,141,938,168,552,26
624 123,316,233,6,18,474
625 715,757,487,301,682,222
626 540,26,938,634,552,141
627 904,477,914,89,477,152
628 222,109,92,457,301,864
629 754,935,120,438,66,714
630 902,464,791,446,853,755
631 883,299,18,354,151,474
632 283,579,476,336,125,542
633 730,265,689,432,714,26
634 458,666,474,271,716,18
635 337,584,127,702,603,127
636 379,326,313,650,716,194
637 678,735,413,834,104,526
638 5,56,933,109,222,301
639 815,843,650,313,7,326
640 137,251,714,580,168,938
641 798,642,393,472,222,109
642 788,328,627,551,896,293
643 733,460,486,634,569,26
644 298,716,313,194,892,311
645 920,915,784,284,574,673
646 88,147,787,284,784,915
647 362,772,317,816,853,335
648 170,510,812,853,451,489
649 188,538,632,301,823,64
650 233,18,474,271,716,151
651 635,853,451,587,489,529
652 583,913,14,6,474,18
653 422,367,368,604,814,366
654 714,168,938,141,26,432
655 414,105,820,898,408,384
656 428,589,587,489,724,863
657 193,388,304,400,589,515
658 225,454,716,474,694,60
659 801,812,853,510,170,489
660 326,766,650,7,313,716
661 63,569,26,634,938,168
662 102,826,600,197,8,826
663 911,890,350,843,650,815
664 884,565,585,855,861,828
665 862,59,897,650,716,313
666 769,137,403,714,938,168
667 728,722,26,938,141,634
668 302,431,853,446,755,750
669 561,339,406,308,59,474
670 277,789,432,26,703,403
671 93,636,703,168,938,403
672 421,352,96,538,913,748
673 734,850,538,488,454,716
674 272,686,929,96,350,890
675 915,920,784,284,574,673
676 905,190,74,717,104,26
677 443,335,33,616,809,404
678 203,432,26,703,938,403
679 551,682,276,301,222,109
680 746,37,217,619,600,826
681 52,277,569,26,634,938
682 650,843,7,313,716,326
683 301,682,551,276,222,109
684 597,770,265,759,703,938
685 130,276,682,551,301,222
686 610,236,298,230,716,313
687 135,375,671,586,709,442
688 314,222,682,551,109,301
689 241,920,915,784,284,673
690 266,735,413,569,104,624
691 58,214,6,305,327,913
692 499,840,312,716,474,151
693 902,464,791,446,853,755
694 105,820,384,898,408,898
695 614,938,141,26,634,168
696 840,848,312,716,60,694
697 627,788,328,551,896,293
698 231,674,879,800,714,879
699 410,229,112,616,827,356
700 259,117,347,521,493,606
701 717,26,938,141,552,634
702 58,214,6,305,327,913
703 709,37,217,619,671,600
704 613,322,710,686,929,96
705 588,378,864,457,92,222
706 940,913,538,738,748,867
707 136,558,937,131,460,590
708 853,755,446,173,451,587
709 770,432,26,938,703,168
710 526,324,624,104,294,26
711 776,843,650,7,326,313
712 299,354,18,151,474,537
713 940,913,538,738,748,867
714 337,584,127,702,603,127
715 438,935,120,66,714,432
716 930,768,26,432,938,552
717 477,904,914,89,904,361
718 617,814,366,604,368,367
719 437,18,151,716,474,308
720 59,537,474,271,308,18
721 817,190,396,164,938,141
722 925,422,367,802,814,604
723 785,739,867,538,748,488
724 380,85,18,151,716,474
725 627,788,328,551,896,293
726 283,579,476,336,125,542
727 666,474,716,271,151,18
728 698,312,840,716,474,60
729 565,585,855,884,861,828
730 477,904,914,89,904,361
731 654,43,344,345,593,378
732 78,192,365,63,486,936
733 258,589,856,356,143,112
734 709,37,217,619,671,600
735 340,786,897,882,230,290
736 883,299,18,354,151,474
737 86,755,740,791,446,853
738 225,454,716,474,694,60
739 271,474,716,151,18,59
740 328,788,627,551,896,293
741 527,840,666,474,308,716
742 853,755,446,173,451,587
743 485,547,111,673,149,574
744 669,748,867,913,738,538
745 91,263,488,313,716,694
746 33,511,783,853,489,587
747 285,669,748,867,913,215
748 610,236,298,230,716,313
749 473,460,733,486,470,634
750 769,137,403,714,938,168
751 870,271,474,59,537,308
752 353,784,920,544,853,529
753 592,854,249,606,178,347
754 432,26,938,141,168,714
755 445,294,54,938,26,432
756 473,460,733,486,470,634
757 197,826,600,8,600,826
758 902,464,791,446,853,755
759 682,551,276,301,222,109
760 199,17,677,540,26,634
761 3,616,112,587,489,863
762 589,853,587,489,451,724
763 926,673,111,171,784,574
764 145,130,332,374,92,276
765 745,6,474,271,18,716
766 264,218,315,361,327,823
767 759,265,703,706,938,714
768 621,472,394,497,727,435
769 331,6,10,474,271,18
770 511,33,783,853,489,587
771 274,168,938,714,403,26
772 921,882,897,200,881,892
773 474,271,716,151,18,59
774 700,124,41,96,77,538
775 129,171,784,284,574,775
776 504,378,457,864,92,222
777 128,618,632,42,864,311
778 775,574,284,784,171,112
779 707,354,18,151,474,271
780 799,811,400,515,258,589
781 680,730,432,26,703,938
782 620,471,541,642,712,472
783 922,472,394,109,301,222
784 70,807,275,290,738,545
785 742,432,26,66,714,689
786 610,236,298,230,716,313
787 450,716,313,194,311,650
788 367,368,604,814,366,604
789 615,187,85,18,840,474
790 888,376,419,874,71,296
791 709,37,217,619,671,600
792 487,715,757,301,682,222
793 244,457,92,222,109,301
794 897,882,200,881,892,301
795 773,806,738,407,521,64
796 44,738,290,804,650,843
797 872,190,396,141,938,26
798 440,428,589,587,489,724
799 287,32,432,26,793,938
800 537,474,59,271,308,18
801 253,850,538,488,64,632
802 494,703,759,265,706,938
803 85,406,535,474,18,151
804 917,768,104,624,26,432
805 89,361,503,18,151,354
806 484,705,746,757,394,56
807 579,283,476,336,125,542
808 469,321,312,840,474,18
809 211,488,263,454,716,694
810 110,197,826,600,619,217
811 908,96,421,352,538,913
812 797,482,791,400,755,404
813 172,744,237,312,567,6
814 835,693,716,313,694,650
815 603,127,702,127,702,166
816 191,353,784,920,915,284
817 702,127,166,400,515,258
818 16,823,194,301,293,864
819 798,642,393,472,222,109
820 141,938,26,552,168,432
821 601,887,882,897,200,301
822 932,312,840,716,60,474
823 602,644,800,879,674,714
824 621,472,394,497,727,435
825 518,634,938,26,141,168
826 859,869,45,525,938,552
827 146,920,809,353,784,616
828 15,26,938,141,552,168
829 481,208,591,398,716,18
830 642,472,222,109,394,497
831 42,577,864,378,457,92
832 342,592,854,249,327,606
833 350,890,843,650,313,326
834 618,632,864,301,457,378
835 355,408,898,820,384,898
836 894,104,624,526,26,717
837 596,832,510,812,853,626
838 927,472,222,109,301,394
839 805,457,92,864,378,222
840 219,163,827,616,112,856
841 518,634,938,26,141,168
842 360,296,6,474,271,18
843 851,294,624,104,26,717
844 879,674,800,231,714,674
845 313,716,194,892,398,650
846 18,151,716,474,271,59
847 869,45,879,800,674,879
848 41,96,77,538,913,738
849 754,935,120,438,66,714
850 914,904,477,89,904,477
851 385,308,406,59,474,537
852 173,451,587,489,853,529
853 222,109,92,457,301,864
854 634,26,938,141,168,552
855 158,638,22,746,600,826
856 101,357,552,938,168,141
857 462,812,510,853,170,589
858 432,26,938,141,168,714
859 189,381,840,312,848,18
860 843,650,7,313,716,326
861 690,476,336,125,87,933
862 154,875,214,177,913,327
863 77,538,738,508,748,514
864 345,378,43,593,416,864
865 725,743,446,853,755,791
866 556,836,781,710,875,214
867 168,938,141,26,552,432
868 205,809,356,856,112,616
869 171,574,284,784,775,112
870 789,277,432,26,703,403
871 561,339,406,308,59,474
872 442,709,586,933,394,109
873 118,367,368,604,814,366
874 620,471,541,642,712,472
875 206,863,724,752,587,489
876 108,742,66,432,26,714
877 213,297,447,606,178,347
878 641,567,6,553,312,840
879 75,357,57,938,141,168
880 637,634,938,26,141,552
881 27,50,470,150,789,227
882 290,738,44,804,650,843
883 30,134,589,258,856,205
884 839,703,403,938,26,432
885 414,105,820,898,408,384
886 759,265,703,706,938,714
887 284,784,112,574,775,171
888 311,846,194,313,716,650
889 643,301,804,650,313,194
890 396,164,190,938,141,26
891 807,275,70,290,738,545
892 686,272,929,96,350,890
893 821,764,554,82,533,881
894 117,521,347,493,606,249
895 805,457,92,864,378,222
896 883,299,18,354,151,474
897 577,864,378,457,92,222
898 225,454,716,474,694,60
899 789,277,432,26,703,403
900 75,357,57,938,141,168
901 670,326,313,716,650,60
902 568,90,18,321,474,537
903 619,217,37,671,600,826
904 184,269,85,406,151,18
905 788,328,627,551,896,293
906 765,558,136,937,131,460
907 13,102,425,197,826,600
908 424,681,281,515,589,258
909 129,171,784,284,574,775
910 907,274,168,938,714,403
911 127,702,166,400,515,258
912 653,109,933,301,222,682
913 272,686,929,96,350,890
914 727,497,435,472,394,109
915 628,853,446,173,451,587
916 822,865,779,689,938,714
917 47,448,171,574,284,784
918 712,642,541,472,222,56
919 923,294,54,938,26,141
920 703,938,168,141,26,552
921 247,730,689,432,714,265
922 263,488,454,716,313,694
923 322,710,686,929,567,96
924 666,474,716,271,151,18
925 495,843,650,7,313,326
926 537,474,59,271,308,18
927 573,694,60,716,474,313
928 127,702,166,400,515,258
929 106,65,271,474,18,151
930 638,22,746,158,600,826
931 679,654,297,178,606,347
932 692,579,283,476,336,125
933 320,757,715,301,521,394
934 281,589,853,544,755,587
935 139,743,446,673,926,47
936 873,810,404,616,112,827
937 648,804,881,650,313,843
938 141,938,26,552,168,432
939 696,775,574,171,284,784
940 79,662,735,266,413,937
941 539,6,18,271,474,716
942 161,232,6,271,474,18
943 579,283,476,336,125,542
944 178,551,682,301,222,109
945 825,938,26,141,634,168
946 431,446,853,755,791,173
947 513,386,852,359,549,714
948 852,513,386,359,549,714
949 359,386,513,852,549,714
950 153,8,197,826,600,197
951 201,561,406,308,59,474
952 373,95,311,194,313,716
953 643,301,804,650,313,194
954 312,840,932,716,60,474
955 134,205,856,356,112,616
956 666,474,716,271,151,18
957 79,662,735,266,413,937
958 704,312,840,932,716,474
959 512,867,538,748,488,738
960 514,738,64,899,521,484
961 9,651,173,446,47,451
962 807,275,70,290,738,545
963 206,863,724,752,587,489
964 551,682,276,301,222,109
965 540,26,938,634,552,141
966 439,150,470,176,624,104
967 891,935,120,438,66,714
968 886,682,551,301,276,94
969 172,744,237,312,567,6
970 784,772,112,856,616,356
971 193,388,304,400,589,515
972 540,26,938,634,552,141
973 313,716,194,892,398,650
974 716,313,194,892,398,650
975 328,788,627,551,896,293
976 2,701,931,413,834,104
977 602,644,800,879,674,714
978 76,177,214,327,249,913
979 633,538,786,738,484,64
980 458,666,474,271,716,18
981 261,824,510,170,155,853
982 463,634,26,938,141,552
983 615,187,85,18,840,474
984 761,703,938,168,403,26
985 625,479,899,738,748,407
986 502,489,587,451,853,724
987 497,394,472,109,222,301
988 653,109,933,301,222,682
989 410,229,112,616,827,356
990 637,634,938,26,141,552
991 747,234,474,716,151,18
992 705,484,746,757,394,56
993 91,263,488,313,716,694
994 867,748,488,263,538,738
995 871,197,600,826,8,197
996 544,400,589,853,529,755
997 294,54,938,26,141,432
998 912,398,716,313,194,326
999 782,489,587,451,724,863
