181 331,6,10
182 376,89,904
183 864,378,457
184 553,312,840
185 306,2,460
186 289,649,759
187 639,354,18
188 907,274,168
189 360,296,6
190 862,59,897
191 277,789,432
192 79,662,735
193 262,43,378
194 27,50,470
195 878,18,151
196 256,332,374
197 253,850,538
198 878,18,151
199 71,382,123
200 9,651,173
201 450,716,313
202 555,569,26
203 862,59,897
204 941,689,66
205 137,251,714
206 389,398,716
207 747,234,474
208 214,6,474
209 492,321,474
210 7,650,843
211 189,381,840
212 833,643,308
213 300,170,510
214 237,527,840
215 515,258,589
216 781,177,710
217 452,474,716
218 227,634,26
219 298,716,313
220 815,843,650
221 758,293,896
222 165,700,913
223 707,354,18
224 687,362,317
225 222,109,92
226 480,840,666
227 220,282,107
228 123,316,233
229 656,229,673
230 183,127,702
231 529,853,755
232 786,897,882
233 221,886,682
234 791,755,446
235 888,376,419
236 102,826,600
237 495,843,650
238 891,935,120
239 619,217,37
240 413,735,104
241 437,18,151
242 515,258,589
243 174,345,593
244 403,714,938
245 489,587,451
246 179,915,284
247 409,321,18
248 17,540,26
249 500,457,378
250 912,398,716
251 88,147,787
252 9,651,173
253 819,149,574
254 225,454,716
255 623,215,638
256 764,554,378
257 852,513,386
258 502,489,587
259 746,37,217
260 195,102,497
261 352,421,96
262 611,284,863
263 369,813,502
264 739,785,867
265 361,877,878
266 815,843,650
267 21,802,367
268 411,746,638
269 295,194,716
270 411,746,638
271 488,263,454
272 425,197,600
273 618,632,864
274 581,558,136
275 261,824,510
276 73,737,748
277 634,26,938
278 708,938,168
279 528,298,313
280 800,879,674
281 227,634,26
282 448,574,171
283 59,537,474
284 577,864,378
285 532,416,178
286 563,78,238
287 786,897,882
288 439,150,470
289 773,806,738
290 536,290,815
291 326,766,650
292 239,840,312
293 893,938,26
294 561,339,406
295 51,734,850
296 847,897,882
297 415,166,205
298 477,904,914
299 557,282,220
300 942,263,488
301 354,18,151
302 426,312,932
303 820,384,898
304 25,913,748
305 511,33,783
306 152,593,43
307 420,558,136
308 322,710,686
309 63,569,26
310 48,370,350
311 218,315,264
312 466,619,197
313 253,850,538
314 537,474,59
315 745,6,474
316 912,398,716
317 698,312,840
318 762,651,446
319 371,263,313
320 563,78,238
321 228,827,404
322 257,884,861
323 415,166,205
324 471,620,541
325 229,410,112
326 674,879,800
327 314,222,682
328 438,935,120
329 730,265,689
330 216,453,632
331 708,938,168
332 826,600,197
333 409,321,18
334 45,101,938
335 550,779,689
336 616,112,856
337 412,97,738
338 26,432,938
339 117,521,347
340 784,772,112
341 27,50,470
342 527,840,666
343 275,807,70
344 763,18,151
345 331,6,10
346 720,273,111
347 656,229,673
348 466,619,197
349 376,89,904
350 612,703,678
351 167,716,313
352 391,474,271
353 834,104,26
354 417,109,92
355 674,879,800
356 369,813,502
357 882,897,200
358 303,276,92
359 924,538,786
360 381,189,840
361 107,282,220
362 127,702,166
363 203,432,26
364 525,938,714
365 21,802,367
366 646,258,589
367 646,258,589
368 436,618,128
369 275,807,70
370 30,134,589
371 176,470,150
372 461,791,755
373 754,935,120
374 132,420,558
375 329,905,74
376 74,827,353
377 128,618,632
378 82,881,533
379 614,938,141
380 782,489,587
381 449,884,565
382 545,757,394
383 622,301,222
384 325,6,18
385 441,834,26
386 171,574,284
387 698,312,840
388 252,390,735
389 103,513,759
390 213,297,447
391 71,382,123
392 779,689,714
393 550,779,689
394 360,296,6
395 893,938,26
396 542,933,301
397 271,474,716
398 715,757,487
399 786,897,882
400 802,367,814
401 249,327,889
402 683,112,616
403 613,322,710
404 157,637,634
405 481,208,591
406 623,215,638
407 727,497,435
408 472,394,497
409 234,474,716
410 122,615,187
411 806,738,407
412 855,585,565
413 499,840,312
414 7,650,843
415 378,864,457
416 740,812,853
417 185,678,735
418 172,744,237
419 451,489,587
420 89,361,503
421 515,258,589
422 457,92,864
423 232,913,6
424 132,420,558
425 764,554,378
426 795,301,435
427 242,517,895
428 710,686,929
429 758,293,896
430 725,743,446
431 65,271,474
432 794,581,558
433 589,853,587
434 923,294,54
435 408,898,820
436 675,866,111
437 831,353,784
438 717,26,938
439 321,18,474
440 534,634,26
441 400,544,589
442 427,173,451
443 906,634,518
444 814,604,366
445 130,276,682
446 530,236,538
447 232,913,6
448 335,317,362
449 754,935,120
450 401,716,313
451 150,470,789
452 790,727,497
453 808,544,853
454 394,472,497
455 396,164,190
456 313,716,194
457 258,589,856
458 641,567,6
459 609,550,281
460 163,827,616
461 550,779,689
462 789,277,432
463 356,856,143
464 481,208,591
465 270,361,437
466 53,714,580
467 117,521,347
468 578,414,105
469 428,589,587
470 745,6,474
471 267,268,497
472 776,843,650
473 632,618,864
474 937,558,136
475 765,558,136
476 725,743,446
477 160,592,854
478 442,709,586
479 896,293,94
480 461,791,755
481 264,218,315
482 644,602,800
483 663,99,624
484 645,561,339
485 266,735,413
486 800,879,674
487 883,299,18
488 759,265,703
489 56,109,933
490 487,715,757
491 284,784,112
492 885,230,632
493 384,820,898
494 788,328,627
495 885,230,632
496 604,814,366
497 624,104,26
498 599,159,938
499 593,128,618
500 37,217,619
501 753,91,263
502 342,592,854
503 713,775,574
504 571,908,753
505 122,615,187
506 574,40,149
507 419,360,6
508 690,476,336
509 444,809,335
510 332,256,374
511 678,735,413
512 728,722,26
513 684,741,42
514 477,904,914
515 803,446,755
516 579,283,476
517 323,730,432
518 289,649,759
519 733,460,486
520 702,127,166
521 736,464,116
522 575,700,745
523 542,933,301
524 872,190,396
525 799,811,400
526 684,741,42
527 272,686,929
528 85,406,535
529 259,117,347
530 231,674,879
531 840,848,312
532 179,915,284
533 224,721,451
534 883,299,18
535 542,933,301
536 830,826,600
537 424,681,281
538 726,168,714
539 446,853,755
540 861,909,884
541 555,569,26
542 881,892,313
543 674,879,800
544 260,809,920
545 724,863,489
546 894,104,624
547 267,268,497
548 801,812,853
549 111,673,784
550 330,716,313
551 892,313,716
552 322,710,686
553 813,502,489
554 231,674,879
555 510,170,812
556 416,532,178
557 701,2,931
558 510,170,812
559 306,2,460
560 147,284,784
561 490,467,432
562 570,47,173
563 846,311,194
564 377,841,356
565 305,327,514
566 882,897,200
567 374,92,109
568 583,913,14
569 621,472,394
570 800,879,674
571 359,386,513
572 457,92,864
573 73,737,748
574 88,147,787
575 248,177,867
576 572,192,569
577 784,772,112
578 534,634,26
579 578,414,105
580 201,561,406
581 765,558,136
582 681,34,515
583 175,538,632
584 11,271,474
585 521,347,301
586 684,741,42
587 110,197,826
588 867,748,488
589 825,938,26
590 791,755,446
591 908,96,421
592 175,538,632
593 584,127,702
594 40,574,149
595 650,843,7
596 17,540,26
597 911,890,350
598 301,682,551
599 419,360,6
600 515,258,589
601 714,168,938
602 211,488,263
603 608,535,474
604 825,938,26
605 192,572,569
606 768,432,26
607 116,683,752
608 451,489,587
609 468,24,913
610 86,755,740
611 750,853,755
612 148,97,748
613 165,700,913
614 704,312,840
615 472,394,497
616 231,674,879
617 302,431,853
618 232,913,6
619 450,716,313
620 98,591,208
621 535,474,18
622 469,321,312
623 80,263,488
624 604,814,366
625 227,634,26
626 731,398,716
627 33,511,783
628 915,920,784
629 36,451,489
630 834,104,26
631 295,194,716
632 531,351,589
633 180,899,514
634 266,735,413
635 881,892,313
636 615,187,85
637 486,936,624
638 694,716,313
639 627,788,328
640 339,561,406
641 849,20,117
642 803,446,755
643 846,311,194
644 32,432,26
645 613,322,710
646 305,327,514
647 819,149,574
648 896,293,94
649 642,472,222
650 286,417,268
651 413,735,104
652 214,6,474
653 775,574,284
654 562,313,716
655 647,484,705
656 688,589,724
657 837,708,938
658 805,457,92
659 303,276,92
660 774,933,109
661 291,276,92
662 867,748,488
663 682,551,276
664 86,755,740
665 851,294,624
666 760,904,477
667 593,128,618
668 15,26,938
669 188,538,632
670 196,591,579
671 662,79,735
672 273,111,673
673 609,550,281
674 641,567,6
675 714,168,938
676 941,689,66
677 337,584,127
678 419,360,6
679 281,589,853
680 568,90,18
681 675,866,111
682 140,824,155
683 638,22,746
684 179,915,284
685 193,388,304
686 625,479,899
687 295,194,716
688 456,59,406
689 181,486,634
690 242,517,895
691 821,764,554
692 303,276,92
693 629,529,853
694 312,840,932
695 888,376,419
696 927,472,222
697 719,65,533
698 27,50,470
699 692,579,283
700 874,266,558
701 908,96,421
702 838,654,43
703 357,101,552
704 311,846,194
705 71,382,123
706 744,322,710
707 674,879,800
708 853,755,446
709 469,321,312
710 847,897,882
711 315,218,264
712 758,293,896
713 193,388,304
714 135,375,671
715 250,177,327
716 361,877,878
717 129,171,784
718 135,375,671
719 502,489,587
720 606,347,521
721 113,173,451
722 464,853,446
723 113,173,451
724 694,716,313
725 750,853,755
726 460,733,486
727 155,791,446
728 402,703,403
729 171,574,284
730 357,101,552
731 122,615,187
732 799,811,400
733 70,807,275
734 167,716,313
735 103,513,759
736 66,432,26
737 889,916,429
738 410,229,112
739 233,18,474
740 842,105,820
741 846,311,194
742 10,474,308
743 221,886,682
744 801,812,853
745 30,134,589
746 677,17,540
747 301,682,551
748 256,332,374
749 674,879,800
750 621,472,394
751 813,502,489
752 769,137,403
753 611,284,863
754 339,561,406
755 214,6,474
756 747,234,474
757 864,378,457
758 866,111,673
759 128,618,632
760 298,716,313
761 811,400,515
762 820,384,898
763 378,864,457
764 240,616,827
765 567,312,932
766 835,693,716
767 767,312,932
768 454,716,474
769 213,297,447
770 40,574,149
771 555,569,26
772 350,890,843
773 401,716,313
774 859,869,45
775 87,933,301
776 369,813,502
777 362,772,317
778 542,933,301
779 86,755,740
780 560,192,403
781 694,716,313
782 368,367,604
783 259,117,347
784 85,406,535
785 557,282,220
786 193,388,304
787 401,716,313
788 127,702,166
789 706,265,703
790 428,589,587
791 302,431,853
792 8,197,600
793 685,529,451
794 400,544,589
795 649,759,66
796 262,43,378
797 96,41,77
798 68,120,66
799 529,853,755
800 610,236,298
801 418,616,112
802 357,101,552
803 72,693,627
804 540,26,938
805 387,738,64
806 231,674,879
807 786,897,882
808 485,547,111
809 639,354,18
810 435,727,682
811 137,251,714
812 191,353,784
813 272,686,929
814 643,301,804
815 662,79,735
816 310,759,703
817 374,92,109
818 909,861,884
819 708,938,168
820 942,263,488
821 703,938,168
822 84,938,168
823 691,575,153
824 876,123,316
825 374,92,109
826 434,348,101
827 863,724,489
828 568,90,18
829 211,488,263
830 435,727,682
831 858,784,112
832 805,457,92
833 33,511,783
834 134,205,856
835 391,474,271
836 61,281,589
837 888,376,419
838 538,786,738
839 237,527,840
840 631,258,589
841 869,45,879
842 11,271,474
843 533,457,378
844 538,786,738
845 91,263,488
846 555,569,26
847 272,686,929
848 74,827,353
849 618,632,864
850 211,488,263
851 222,109,92
852 663,99,624
853 3,616,112
854 323,730,432
855 704,312,840
856 232,913,6
857 675,866,111
858 303,276,92
859 594,131,590
860 487,715,757
861 570,47,173
862 184,269,85
863 413,735,104
864 199,17,677
865 203,432,26
866 845,284,574
867 117,521,347
868 730,265,689
869 199,17,677
870 743,446,173
871 323,730,432
872 743,446,173
873 266,735,413
874 562,313,716
875 553,312,840
876 654,43,344
877 460,733,486
878 39,284,112
879 118,367,368
880 545,757,394
881 16,823,194
882 365,63,569
883 26,432,938
884 679,654,297
885 293,896,94
886 766,326,650
887 572,192,569
888 205,809,356
889 788,328,627
890 930,768,26
891 581,558,136
892 940,913,538
893 373,95,311
894 640,543,305
895 906,634,518
896 54,938,26
897 862,59,897
898 810,589,587
899 304,502,33
900 646,258,589
901 505,850,538
902 769,137,403
903 163,827,616
904 516,232,161
905 823,301,194
906 572,192,569
907 299,354,18
908 559,263,488
909 332,256,374
910 213,297,447
911 174,345,593
912 719,65,533
913 710,686,929
914 134,205,856
915 475,171,111
916 646,258,589
917 674,879,800
918 540,26,938
919 764,554,378
920 208,481,591
921 432,26,938
922 418,616,112
923 661,748,738
924 164,396,190
925 521,347,301
926 182,703,432
927 110,197,826
928 873,810,404
929 759,265,703
930 436,618,128
931 590,733,460
932 779,689,714
933 47,448,171
934 79,662,735
935 123,316,233
936 893,938,26
937 649,759,66
938 343,823,194
939 791,755,446
940 894,104,624
941 424,681,281
942 258,589,856
943 760,904,477
944 635,853,451
945 72,693,627
946 325,6,18
947 152,593,43
948 365,63,569
949 535,474,18
950 874,266,558
951 645,561,339
952 855,585,565
953 72,693,627
954 672,438,935
955 802,367,814
956 280,378,864
957 841,356,143
958 75,357,57
959 56,109,933
960 842,105,820
961 382,71,123
962 46,431,791
963 556,836,781
964 627,788,328
965 629,529,853
966 686,272,929
967 108,742,66
968 177,327,249
969 87,933,301
970 727,497,435
971 940,913,538
972 216,453,632
973 152,593,43
974 929,350,890
975 249,327,889
976 304,502,33
977 698,312,840
978 597,770,265
979 335,317,362
980 248,177,867
981 150,470,789
982 399,276,301
983 561,339,406
984 813,502,489
985 115,913,538
986 591,208,481
987 130,276,682
988 340,786,897
989 890,350,843
990 816,772,317
991 887,882,897
992 200,472,394
993 838,654,43
994 517,895,759
995 310,759,703
996 610,236,298
997 718,935,891
998 249,327,889
999 64,933,301
